prim_key,hand_assign_final,hand_assign_AWCS,certainty_mj,certainty_dz,mismatched,certainty_mismatch,hand_assign_mj,hand_assign_dz,
2061126:1,41401200,41401200,3,3,0,NA,41401200,41401200,TRUE
2061150:1,NA,NA,NA,NA,1,NA,NA,NA,TRUE
2071028:1,41101100,41101100,2,2,1,2,41101100,43405100,TRUE
2071032:1,47101100,47101100,2,3,0,NA,47101100,47101100,TRUE
2071074:1,11914100,11914100,2,3,0,NA,11914100,11914100,TRUE
2071082:1,43508103,43508103,2,2,1,2,43508103,43415100,TRUE
2071088:1,11102100,11102100,1,1,1,1,11102100,11307102,TRUE
2071103:1,41203100,41203100,3,3,0,NA,41203100,41203100,TRUE
2071104:1,23102300,23102300,2,3,0,NA,23102300,23102300,TRUE
2071185:1,25402100,25402100,3,3,0,NA,25402100,25402100,TRUE
2081029:1,13115100,13115100,2,2,0,NA,13115100,13115100,TRUE
2081139:1,43601400,43601400,3,3,0,NA,43601400,43601400,TRUE
2081150:1,13102200,13102200,3,3,1,2,11306100,13102200,TRUE
2081154:1,43508101,29114100,3,3,1,3,43508101,53706200,FALSE
2091002:1,43906100,43906100,1,2,1,1,43906100,11903300,TRUE
2091032:1,27304100,21202100,1,1,1,1,27201205,27201202,FALSE
2091101:1,11102100,11102100,2,2,0,NA,11102100,11102100,TRUE
2091126:1,43906100,43906100,2,2,1,2,43906100,43902100,TRUE
2101003:1,15113100,15113100,2,2,1,2,15114100,15113100,TRUE
2101110:1,43303100,43303100,3,2,0,NA,43303100,43303100,TRUE
2101176:1,13113100,13113100,1,2,1,1,13113100,11203100,TRUE
2111157:1,43904101,43904101,2,2,1,1,43906100,43904101,TRUE
2111176:1,13201101,43303100,3,2,0,NA,43303100,43303100,FALSE
2121041:1,37201100,37201100,2,2,1,2,37201100,37301100,TRUE
2121056:1,47101100,49907100,2,2,0,NA,49907100,49907100,FALSE
2121061:1,25402100,25402100,3,2,0,NA,25402100,25402100,TRUE
2121064:1,43306100,43306100,2,2,1,2,43306100,43415100,TRUE
2121102:1,41203100,41203100,3,2,0,NA,41203100,41203100,TRUE
2121165:1,27309900,27309900,2,2,1,1,27309900,27201203,TRUE
2121172:1,23101100,23101100,3,3,0,NA,23101100,23101100,TRUE
3011031:1,29114100,29114100,3,2,0,NA,29114100,29114100,TRUE
3011066:1,11101100,11101100,2,2,0,NA,11101100,11101100,TRUE
3011083:1,43407100,43407100,2,2,1,2,43906100,43407100,TRUE
3011185:1,13202102,13202102,3,2,0,NA,13202102,13202102,TRUE
3021025:1,43601400,43601400,3,2,0,NA,43601400,43601400,TRUE
3021034:1,43305100,43305100,2,2,1,2,43416100,43305100,TRUE
3021037:1,47203101,47203101,2,2,1,2,47203101,47101100,TRUE
3021101:1,41302100,41302100,2,2,0,NA,41302100,41302100,TRUE
3031047:1,27302200,27302200,2,3,1,2,27304305,27302200,TRUE
3031201:1,43415100,43415100,2,3,0,NA,43415100,43415100,TRUE
3041064:1,11101100,11101100,3,3,0,NA,11101100,11101100,TRUE
3041114:1,13205300,13205300,3,3,0,NA,13205300,13205300,TRUE
3051089:1,39201100,39201100,3,3,0,NA,39201100,39201100,TRUE
3051204:1,29114100,29114100,2,2,0,NA,29114100,29114100,TRUE
3061016:1,11903900,29114104,2,2,1,2,11102100,45101108,FALSE
3061020:1,33903200,33903200,3,3,0,NA,33903200,33903200,TRUE
3071007:1,39902100,39902100,3,3,0,NA,39902100,39902100,TRUE
3071010:1,17207100,17207100,2,3,0,NA,17207100,17207100,TRUE
3071023:1,25112100,25112100,3,3,0,NA,25112100,25112100,TRUE
3071025:1,41101200,41101200,1,3,0,NA,41101200,41101200,TRUE
3071045:1,39902100,39902100,3,3,0,NA,39902100,39902100,TRUE
3071097:1,11911100,29119900,2,1,1,2,29114104,11911100,FALSE
3071118:1,21101300,21101300,3,3,0,NA,21101300,21101300,TRUE
3071188:1,25108100,25108100,3,2,1,2,25108100,25104200,TRUE
3081026:1,35101100,35101100,2,3,0,NA,35101100,35101100,TRUE
3081028:1,21201100,21201100,3,3,0,NA,21201100,21201100,TRUE
3081149:1,11312100,11312100,3,2,0,NA,11312100,11312100,TRUE
3081161:1,11303101,11303101,1,3,0,NA,11303101,11303101,TRUE
3091018:1,25309900,25309900,3,3,0,NA,25203100,25203100,TRUE
3091123:1,23101100,23101100,3,3,0,NA,23101100,23101100,TRUE
3091156:1,43505200,43505200,3,3,0,NA,43505200,43505200,TRUE
3101073:1,29113100,29113100,3,3,0,NA,29113100,29113100,TRUE
3101074:1,43601100,43601100,2,3,1,3,43906100,43601100,TRUE
3101102:1,41203100,41203100,3,3,1,2,41203100,43508101,TRUE
3101163:1,43405100,43405100,3,2,0,NA,43405100,43405100,TRUE
3111015:1,11914100,11914100,3,3,0,NA,11914100,11914100,TRUE
3111050:1,41203100,41203100,2,1,1,2,41203100,41201100,TRUE
3111087:1,37201100,37201100,3,3,0,NA,37201100,37201100,TRUE
3111182:1,43601400,43601400,2,3,1,2,43601400,43601100,TRUE
3111195:1,43906100,43906100,3,2,0,NA,43906100,43906100,TRUE
3121021:1,35201100,35201100,1,2,1,3,35201100,35101200,TRUE
3121027:1,29106700,29106700,3,2,1,2,29106911,25107100,TRUE
3121041:1,43503200,43503200,3,3,0,NA,43503200,43503200,TRUE
3121079:1,13201102,13201102,3,3,0,NA,13201102,13201102,TRUE
3121121:1,31909900,31909900,1,1,1,1,43906100,31909900,TRUE
4081092:1,29112200,29112200,3,3,0,NA,29112200,29112200,TRUE
4091008:1,49907100,49907100,2,3,1,2,49907100,17205100,TRUE
4091065:1,25203100,25203100,1,2,0,NA,25203100,25203100,TRUE
4091081:1,33305101,33305101,2,3,0,NA,33305101,33305101,TRUE
4091129:1,11101100,13205200,3,3,1,3,13205200,11303101,FALSE
4091132:1,23102100,23102100,3,3,0,NA,23102100,23102100,TRUE
4101120:1,11902100,11902100,3,3,0,NA,11902100,11902100,TRUE
4101181:1,15112100,15112100,2,2,0,NA,15112100,15112100,TRUE
4101208:1,11303102,11303102,3,2,0,NA,11303102,11303102,TRUE
4111010:1,29203200,29203200,2,3,1,3,29201100,29203200,TRUE
4111033:1,19202100,19202100,3,3,0,NA,19202100,19202100,TRUE
4111057:1,25101100,25101100,3,3,0,NA,25101100,25101100,TRUE
4121061:1,27201201,27201201,3,3,0,NA,27201201,27201201,TRUE
4121098:1,25203100,25203100,3,2,0,NA,25203100,25203100,TRUE
5011103:1,13111100,13111100,1,2,1,1,13209901,13111100,TRUE
5021056:1,51401100,51401100,2,2,0,NA,51401100,51401100,TRUE
5021126:1,53302200,53606100,1,3,1,3,39901100,53606100,FALSE
5021143:1,41401100,41401100,2,3,0,NA,41401100,41401100,TRUE
5021179:1,11903300,11903300,2,3,0,NA,11903300,11903300,TRUE
5031072:1,35101100,35101100,3,2,1,3,35101100,35201400,TRUE
5031115:1,23101100,23101100,2,2,1,1,11101100,11102100,TRUE
5041011:1,13111100,13111100,3,1,0,NA,13111100,13111100,TRUE
5041024:1,11101100,13201101,3,3,0,NA,13201101,13201101,FALSE
5041094:1,53203100,53203100,3,3,0,NA,53203100,53203100,TRUE
5051010:1,17205100,17205100,3,3,1,2,17301101,17205100,TRUE
5051095:1,47211100,47211100,3,3,0,NA,47211100,47211100,TRUE
5061084:1,25112200,25112200,1,2,1,2,25108100,25112200,TRUE
5061113:1,29105100,29105100,3,3,0,NA,29105100,29105100,TRUE
5061158:1,43511100,43511100,2,3,1,1,43508103,43511100,TRUE
5061167:1,53303300,53303300,3,3,0,NA,53303300,53303300,TRUE
5071026:1,35101100,35101100,NA,2,1,2,NA,35101100,TRUE
5071132:1,21101400,21101400,3,2,0,NA,21101400,21101400,TRUE
5071200:1,11914100,11914100,1,2,1,2,11914100,41902100,TRUE
5081128:1,35304100,35304100,3,3,1,3,35304100,35303100,TRUE
5091122:1,41902200,41902200,3,3,0,NA,41902200,41902200,TRUE
5091125:1,43601400,43601400,3,3,0,NA,43601400,43601400,TRUE
5091183:1,25203100,25203100,1,2,1,2,25203100,25202200,TRUE
5101024:1,31101100,31101100,2,3,0,NA,31101100,31101100,TRUE
5101045:1,41203100,49907100,1,1,1,1,49907100,49902101,FALSE
5101084:1,13116100,13116100,1,3,1,1,13116100,11202100,TRUE
5101092:1,25202100,25202100,3,3,0,NA,25202100,25202100,TRUE
5101112:1,53302100,53302100,3,3,0,NA,53302100,53302100,TRUE
5101123:1,21201100,21201100,3,3,0,NA,21201100,21201100,TRUE
5101183:1,13116100,13116100,3,3,0,NA,13116100,13116100,TRUE
5101188:1,29205500,29205500,3,3,0,NA,29205500,29205500,TRUE
5111159:1,51511100,51511100,3,3,0,NA,51511100,51511100,TRUE
5121056:1,13201101,13111100,3,2,1,1,13111100,43303100,FALSE
6011068:1,11102100,11102100,1,3,0,NA,11102100,11102100,TRUE
6011136:1,25302100,25302100,3,3,0,NA,25302100,25302100,TRUE
6021034:1,13115100,13115100,NA,NA,1,1,NA,NA,TRUE
6021044:1,51101100,51101100,2,2,1,2,43101100,51101100,TRUE
6021073:1,19102100,19102100,2,3,0,NA,19102100,19102100,TRUE
6021079:1,21109300,21109300,1,1,1,1,21109300,11914100,TRUE
6021100:1,51912100,51912100,2,3,1,1,51511200,51912100,TRUE
6021203:1,25107200,25107200,3,3,0,NA,25107200,25107200,TRUE
6031022:1,13107100,13107100,1,2,1,1,13107100,11312100,TRUE
6031161:1,13201101,13201101,3,3,0,NA,13201101,13201101,TRUE
6041077:1,43303100,43302102,3,2,0,NA,43302102,43302102,FALSE
6041164:1,41203100,41203100,3,3,0,NA,41203100,41203100,TRUE
6041194:1,43601400,43601400,3,2,0,NA,43601400,43601400,TRUE
6051071:1,11101100,11101100,1,1,1,1,11312100,11101100,TRUE
6051103:1,25904100,25904100,3,3,0,NA,25904100,25904100,TRUE
6051123:1,17302100,17302100,3,3,1,1,17302100,51906100,TRUE
6051124:1,43508103,43508103,3,3,0,NA,43508103,43508103,TRUE
6051201:1,23201100,23201100,3,3,0,NA,23201100,23201100,TRUE
6061123:1,11915100,11915100,3,2,0,NA,11915100,11915100,TRUE
6061127:1,19102200,19102200,3,3,0,NA,19102200,19102200,TRUE
6061138:1,53705100,53705100,2,2,1,2,53705100,35302100,TRUE
6061151:1,25112300,25112300,3,3,0,NA,25112300,25112300,TRUE
6071043:1,39902100,39902100,3,3,0,NA,39902100,39902100,TRUE
6071152:1,43417100,43417100,3,3,0,NA,43417100,43417100,TRUE
6071169:1,43405100,43405100,1,NA,1,1,43405100,NA,TRUE
6071171:1,17302200,17302200,3,3,0,NA,17302200,17302200,TRUE
6071176:1,41401200,41401200,1,1,0,NA,41401200,41401200,TRUE
6081023:1,19103102,19103102,1,3,0,NA,19103102,19103102,TRUE
6081063:1,51401100,51401100,3,3,1,2,51903200,51404100,TRUE
6081096:1,53203100,53203100,3,3,0,NA,53203100,53203100,TRUE
6081128:1,41203100,41401200,3,2,1,2,41401100,41401200,FALSE
6081134:1,11904100,11904100,1,3,0,NA,11904100,11904100,TRUE
6081143:1,11903200,11903200,3,2,1,3,11903200,11903300,TRUE
6081159:1,11916100,13201101,3,3,0,NA,13201101,13201101,FALSE
6081169:1,25101100,25101100,3,3,0,NA,25101100,25101100,TRUE
6081197:1,21201100,21201100,3,3,0,NA,21201100,21201100,TRUE
6091024:1,25203100,25203100,3,3,1,3,25203100,25102200,TRUE
6091113:1,11303102,11303102,2,2,1,2,11303102,11102100,TRUE
6101005:1,43906100,43906100,2,2,1,2,43906100,43407100,TRUE
6101026:1,43906100,43906100,1,2,1,1,43906100,11203100,TRUE
6101085:1,11305101,17207100,1,2,1,1,17211200,17207100,FALSE
6101093:1,13201101,29201101,2,3,1,3,13201101,43403102,FALSE
6111017:1,43101100,43101100,2,3,1,2,11102100,43101100,TRUE
6111022:1,21102300,21102300,2,2,1,1,21102300,29106600,TRUE
6111040:1,31909200,31909200,3,2,0,NA,31909200,31909200,TRUE
6111056:1,43101100,43101100,1,2,1,2,43101100,41101200,TRUE
6111060:1,13111100,13111100,2,1,1,1,13111100,25903101,TRUE
6111064:1,25201100,25201100,3,3,0,NA,25201100,25201100,TRUE
6111098:1,11919902,11919902,3,3,0,NA,11919902,11919902,TRUE
6111107:1,53303200,53303200,2,3,0,NA,53303200,53303200,TRUE
6111126:1,11202200,11202200,2,NA,1,1,11202200,NA,TRUE
6111149:1,11202200,33102101,3,3,1,3,41401100,11202200,FALSE
6111171:1,49309200,49309200,2,3,1,3,47222100,49309200,TRUE
6111183:1,11903200,11903200,3,2,0,NA,11903200,11903200,TRUE
6111186:1,43507100,43507100,3,3,0,NA,43507100,43507100,TRUE
6111187:1,29114100,29114100,3,3,0,NA,29114100,29114100,TRUE
6111190:1,41101200,41101200,3,3,1,3,41101200,11202200,TRUE
6111193:1,21102100,21102100,3,2,1,3,21102100,21109900,TRUE
6111204:1,11202100,11202100,2,2,1,2,11202100,11201100,TRUE
6121022:1,29207100,29207100,2,3,0,NA,29207100,29207100,TRUE
6121027:1,11919902,11919902,3,1,1,1,11919902,17214100,TRUE
6121053:1,21201100,21201100,3,2,0,NA,21201100,21201100,TRUE
6121055:1,31101400,31101400,3,3,0,NA,31101400,31101400,TRUE
6121060:1,25402100,25402100,1,3,1,2,27303100,25402100,TRUE
6121070:1,43101100,11915100,3,2,1,2,11915100,21109300,FALSE
6121166:1,43101100,43101100,3,3,0,NA,43101100,43101100,TRUE
6121176:1,43601400,43601400,3,3,0,NA,43601400,43601400,TRUE
6121189:1,35303100,35303100,3,3,0,NA,35303100,35303100,TRUE
6121192:1,29101100,29101100,3,3,0,NA,29101100,29101100,TRUE
7011007:1,15114300,15114300,2,3,1,2,15114300,15115200,TRUE
7011021:1,23102100,23102100,3,3,0,NA,23102100,23102100,TRUE
7011024:1,43507100,43507100,2,2,1,1,41203100,43507100,TRUE
7011027:1,11912101,11912101,1,2,1,1,29909900,11912101,TRUE
7011032:1,11904100,11904100,3,3,0,NA,11904100,11904100,TRUE
7011080:1,11101100,11101100,2,3,1,2,11101100,11202200,TRUE
7011098:1,13208200,13208200,3,3,0,NA,13208200,13208200,TRUE
7011106:1,11916100,11916100,1,2,0,NA,11916100,11916100,TRUE
7011125:1,15204100,15204100,2,2,1,2,15204100,19301100,TRUE
7011129:1,17302600,17302600,1,2,1,1,15119908,17302600,TRUE
7011130:1,41201100,41201100,3,2,1,2,11202200,41201100,TRUE
7011174:1,15119909,15119909,NA,1,1,1,NA,15119909,TRUE
7011184:1,49907100,49907100,3,3,1,3,49907100,47203101,TRUE
7011196:1,43601400,43601400,3,1,0,NA,43601400,43601400,TRUE
7021008:1,19204100,19204100,2,2,1,2,19204100,19409100,TRUE
7021010:1,43405100,43405100,3,3,0,NA,43405100,43405100,TRUE
7021021:1,43601400,43601400,3,2,1,2,43601400,43906100,TRUE
7021038:1,23101100,23101100,3,3,0,NA,23101100,23101100,TRUE
7021039:1,25203100,25203100,3,3,0,NA,25203100,25203100,TRUE
7021040:1,25403100,25403100,3,3,0,NA,25403100,25403100,TRUE
7021048:1,43303100,43303100,3,3,0,NA,43303100,43303100,TRUE
7021078:1,13116100,13116100,2,2,0,NA,13116100,13116100,TRUE
7021090:1,25112300,25112300,1,2,1,2,25112300,25104200,TRUE
7021120:1,17101100,17101100,3,3,0,NA,17101100,17101100,TRUE
7021126:1,21102100,21102100,1,2,1,1,43906100,11915100,TRUE
7021141:1,13111100,13111100,1,2,1,2,11313100,13119904,TRUE
7021178:1,37101100,37101100,3,3,0,NA,37101100,37101100,TRUE
7021180:1,41203100,51704200,2,1,1,1,41203100,51704200,FALSE
7021198:1,15115100,15115100,2,3,1,2,15115100,15115200,TRUE
7031004:1,11307100,13115100,NA,1,1,1,NA,13115100,FALSE
7031036:1,43906100,43906100,2,2,1,2,43906100,19409200,TRUE
7031054:1,37201200,37201200,3,3,0,NA,37201200,37201200,TRUE
7031059:1,53706200,53706200,2,2,1,1,41203100,53706200,TRUE
7031073:1,51404100,51404100,2,3,1,3,51401100,51404100,TRUE
7031083:1,43505300,43505300,3,3,1,3,43505300,43505100,TRUE
7031108:1,41101100,11102100,2,1,1,2,11312100,11101100,FALSE
7031111:1,23101100,23101100,3,3,0,NA,23101100,23101100,TRUE
7031119:1,13201101,13201101,3,2,0,NA,13201101,13201101,TRUE
7031142:1,11903300,11903300,1,1,1,1,43906100,27201202,TRUE
7031157:1,25112300,25112300,1,2,1,1,25112300,25105200,TRUE
7031162:1,25202100,25202100,3,3,1,3,25202100,25202200,TRUE
7031193:1,53201100,53201100,3,3,0,NA,53201100,53201100,TRUE
7031194:1,11202200,11202200,1,2,1,2,11202200,11102100,TRUE
7041015:1,11101100,11101100,2,3,0,NA,11101100,11101100,TRUE
7041026:1,41302100,41302100,3,3,0,NA,41302100,41302100,TRUE
7041038:1,43307100,43307100,1,2,1,1,41303102,43307100,TRUE
7041043:1,25302100,25302100,1,1,1,1,25302100,11313100,TRUE
7041089:1,51801300,51801300,2,3,0,NA,51801300,51801300,TRUE
7041093:1,13111100,13111100,1,2,0,NA,13111100,13111100,TRUE
7041126:1,27102400,27102400,3,3,0,NA,27102400,27102400,TRUE
7041161:1,53302200,53302200,3,3,0,NA,53302200,53302200,TRUE
7041170:1,29112300,29901100,3,1,1,3,29901200,29901100,FALSE
7041202:1,13203100,13203100,3,3,0,NA,13203100,13203100,TRUE
7041205:1,11903200,11903200,3,3,0,NA,11903200,11903200,TRUE
7051011:1,25903101,53201100,1,2,1,1,53201100,25903101,FALSE
7051018:1,29202100,29202100,3,3,0,NA,29202100,29202100,TRUE
7051020:1,35101200,35101200,2,2,1,2,11905100,35101100,TRUE
7051027:1,25401100,25401100,3,3,0,NA,25401100,25401100,TRUE
7051040:1,33305101,33302101,3,3,0,NA,33302101,33302101,FALSE
7051053:1,11312100,11312100,1,2,1,3,11101100,11312100,TRUE
7051054:1,39202100,39202100,3,3,0,NA,39202100,39202100,TRUE
7051057:1,43906100,43906100,2,1,1,1,43906100,15114100,TRUE
7051069:1,21102300,21102300,1,3,1,2,21101900,21102300,TRUE
7051129:1,13205300,13205300,3,2,0,NA,13205300,13205300,TRUE
7051157:1,25203100,25203100,2,3,1,2,25203100,25202100,TRUE
7051182:1,43601400,43506100,2,3,0,NA,43506100,43506100,FALSE
7051186:1,29114100,29114100,3,3,0,NA,29114100,29114100,TRUE
7051188:1,39202100,39202100,3,3,0,NA,39202100,39202100,TRUE
7051205:1,29114104,29114104,2,2,1,1,29114104,43904101,TRUE
7061001:1,43601400,21101200,1,1,1,1,21101200,43601400,FALSE
7061052:1,25203100,25203100,2,1,1,2,25203100,11903200,TRUE
7061055:1,47101100,47101100,2,2,0,NA,47101100,47101100,TRUE
7061097:1,15119907,15119907,2,1,1,1,15119907,43911100,TRUE
7061133:1,43101100,43101100,2,2,0,NA,43101100,43101100,TRUE
7061153:1,13115100,13115100,NA,2,1,1,NA,13115100,TRUE
7061163:1,41203100,41203100,1,1,1,1,51605200,41203100,TRUE
7061215:1,25203100,25203100,3,3,0,NA,25203100,25203100,TRUE
7071024:1,43405100,49101100,2,2,1,1,43405100,49101100,FALSE
7071040:1,19303103,29106600,2,1,1,1,11101100,19303103,FALSE
7071049:1,29204100,29204100,3,3,0,NA,29204100,29204100,TRUE
7071070:1,11303102,11303102,2,2,1,1,13201101,11303102,TRUE
7071071:1,43508101,43508101,3,3,0,NA,43508101,43508101,TRUE
7071074:1,15113200,15113200,3,2,1,3,15113200,15113300,TRUE
7071100:1,29205700,29205700,2,3,0,NA,29205700,29205700,TRUE
7071124:1,13115100,15119908,3,3,1,2,15119908,15203100,FALSE
7071135:1,27304200,27304200,3,3,0,NA,27304200,27304200,TRUE
7071148:1,13112100,13112100,2,3,0,NA,13112100,13112100,TRUE
7071190:1,25402100,27303100,3,2,0,NA,27303100,27303100,FALSE
7071202:1,13207200,13207200,2,2,1,2,41302100,43904102,TRUE
7081008:1,43101100,43101100,2,3,0,NA,43101100,43101100,TRUE
7081014:1,11201100,11201100,1,1,0,NA,11201100,11201100,TRUE
7081019:1,41401200,41401200,3,3,0,NA,41401200,41401200,TRUE
7081086:1,25102200,25102200,3,3,0,NA,25102200,25102200,TRUE
7081088:1,13119906,NA,1,2,1,NA,27102400,15113400,FALSE
7081097:1,13107100,11202200,1,2,1,1,11202200,13107100,FALSE
7081105:1,13201101,13201101,3,3,0,NA,13201101,13201101,TRUE
7081130:1,13115100,13115100,1,NA,1,1,13115100,NA,TRUE
7081164:1,25904100,25904100,2,1,1,2,25904100,11903200,TRUE
7081176:1,11903200,11903200,3,2,0,NA,11903200,11903200,TRUE
7081186:1,53302200,53302200,3,2,0,NA,53302200,53302200,TRUE
7081188:1,45209300,45209300,2,3,1,2,45209300,39202100,TRUE
7081192:1,11902100,11902100,2,3,1,2,11902100,47211100,TRUE
7081201:1,13205300,13205300,3,3,0,NA,13205300,13205300,TRUE
7091004:1,43906100,43906100,3,3,0,NA,43906100,43906100,TRUE
7091009:1,25205400,25205400,3,2,1,3,25205400,25205300,TRUE
7091039:1,19303103,19303103,3,3,0,NA,19303103,19303103,TRUE
7091076:1,11904100,11904100,3,3,1,2,17205100,11102100,TRUE
7091080:1,11919902,11919902,3,3,0,NA,11919902,11919902,TRUE
7091087:1,29201200,29201200,3,3,1,3,29201200,29201100,TRUE
7091108:1,11202100,11202100,2,3,0,NA,11202100,11202100,TRUE
7091114:1,25904100,25904100,3,3,0,NA,25904100,25904100,TRUE
7091126:1,25903100,25903100,1,3,1,2,25301100,25903100,TRUE
7091136:1,43405100,43405100,3,2,0,NA,43405100,43405100,TRUE
7091158:1,29202100,29202100,3,3,0,NA,29202100,29202100,TRUE
7091173:1,17302908,17302908,2,3,1,2,17302908,51906100,TRUE
7091176:1,11102100,11102100,2,3,0,NA,11102100,11102100,TRUE
7091187:1,11911100,11911100,1,1,0,NA,11911100,11911100,TRUE
7091190:1,41101100,41101100,3,3,0,NA,41101100,41101100,TRUE
7091195:1,21102100,21102100,1,3,1,1,21102100,43906100,TRUE
7101007:1,41203100,41203100,3,3,1,3,41203100,41201100,TRUE
7101016:1,43508103,43508103,3,3,0,NA,43508103,43508103,TRUE
7101041:1,43101100,43101100,2,2,1,2,43101100,11301100,TRUE
7101050:1,27303100,27303100,2,2,1,2,27303100,11203100,TRUE
7101104:1,11915100,11915100,2,2,0,NA,11915100,11915100,TRUE
7101110:1,43904101,43904101,2,3,1,3,43301100,43904101,TRUE
7101116:1,17202100,17202100,2,2,1,2,19102001,17202100,TRUE
7101117:1,41401200,41401200,3,2,0,NA,41401200,41401200,TRUE
7101123:1,15119909,15119909,2,1,1,2,15119909,11303102,TRUE
7101133:1,25203200,25203200,2,2,0,NA,25203200,25203200,TRUE
7101144:1,23209300,23209300,1,2,1,1,23209300,43908100,TRUE
7101150:1,43601400,43601400,3,3,0,NA,43601400,43601400,TRUE
7101157:1,47101100,47101100,2,3,0,NA,47101100,47101100,TRUE
7101163:1,19309400,19309400,2,1,1,2,19301100,19309400,TRUE
7101193:1,31101100,31101100,3,3,0,NA,31101100,31101100,TRUE
7111005:1,27309900,27309900,3,2,1,2,27303100,13116100,TRUE
7111013:1,15112200,15112200,3,3,0,NA,15112200,15112200,TRUE
7111014:1,15201100,15201100,2,2,0,NA,15201100,15201100,TRUE
7111018:1,11101100,13111100,1,1,1,1,13119900,13111100,FALSE
7111035:1,43601400,43601400,3,3,0,NA,43601400,43601400,TRUE
7111038:1,39902100,39902100,3,2,1,2,31101100,39902100,TRUE
7111054:1,41101100,41101100,1,2,1,1,11102100,41101100,TRUE
7111074:1,47215201,47215201,3,3,0,NA,47215201,47215201,TRUE
7111087:1,43406100,43406100,2,3,0,NA,43406100,43406100,TRUE
7111088:1,51906100,51906100,2,3,1,1,19409901,51906100,TRUE
7111097:1,21101300,19303103,2,3,0,NA,19303103,19303103,FALSE
7111117:1,19305100,19305100,2,2,0,NA,19305100,19305100,TRUE
7111126:1,25904100,25904100,3,3,0,NA,25904100,25904100,TRUE
7111159:1,51101100,51101100,1,2,1,3,51101100,29901200,TRUE
7111162:1,11102100,41401100,1,2,1,1,11102100,11307102,FALSE
7111181:1,13113100,13113100,3,3,0,NA,13113100,13113100,TRUE
7111183:1,43904101,41401100,2,2,1,1,43904101,13103102,FALSE
7111186:1,13119906,13119906,2,2,0,NA,13119906,13119906,TRUE
7111196:1,37201200,37201200,3,3,0,NA,37201200,37201200,TRUE
7111200:1,43904102,43904102,1,3,1,1,43301100,43904102,TRUE
7121007:1,25302100,25302100,3,2,0,NA,25302100,25302100,TRUE
7121040:1,15119909,15119909,1,2,1,1,15119909,11102100,TRUE
7121085:1,11919900,11919900,3,2,1,1,11919900,11303102,TRUE
7121091:1,13114100,13114100,1,2,1,3,13114100,13107100,TRUE
7121095:1,21102200,21102200,2,3,0,NA,21102200,21102200,TRUE
7121096:1,11303102,11303102,3,2,0,NA,11303102,11303102,TRUE
7121115:1,29114100,29114100,3,3,0,NA,29114100,29114100,TRUE
7121123:1,29107100,29106200,2,2,1,1,31909200,29207100,FALSE
7121131:1,43601200,43601200,2,3,1,2,43601200,23201100,TRUE
7121155:1,11905100,11905100,2,3,0,NA,11905100,11905100,TRUE
7121158:1,51202200,51202200,2,3,0,NA,51202200,51202200,TRUE
7121182:1,37201200,37201200,3,3,0,NA,37201200,37201200,TRUE
8011008:1,43406100,43406100,3,3,0,NA,43406100,43406100,TRUE
8011012:1,25301100,43906100,2,2,1,2,43101100,43906100,FALSE
8011021:1,43601200,43601200,3,3,0,NA,43601200,43601200,TRUE
8011022:1,39901101,39901101,NA,3,1,1,NA,39901101,TRUE
8011027:1,25108100,25108100,2,3,0,NA,25108100,25108100,TRUE
8011030:1,21102100,21102100,1,1,1,1,43906100,11915100,TRUE
8011042:1,15115100,43405100,3,3,1,3,43405100,15115200,FALSE
8011050:1,13115100,13115100,3,3,0,NA,13115100,13115100,TRUE
8011066:1,21101200,21101200,3,3,0,NA,21101200,21101200,TRUE
8011071:1,13115100,13115100,3,2,0,NA,13115100,13115100,TRUE
8011099:1,41203100,41203100,1,2,0,NA,41203100,41203100,TRUE
8011115:1,29114100,29114100,3,3,0,NA,29114100,29114100,TRUE
8011171:1,15115100,43403102,1,2,1,2,15115100,15112100,FALSE
8011177:1,37101100,37101100,2,3,1,2,37101200,37101100,TRUE
8021008:1,15114300,15114300,2,3,0,NA,15114300,15114300,TRUE
8021033:1,47214100,47214100,3,3,0,NA,47214100,47214100,TRUE
8021079:1,11303101,11303101,2,3,0,NA,11303101,11303101,TRUE
8021081:1,43101100,29114100,3,3,0,NA,29114100,29114100,FALSE
8021087:1,35302100,35302100,2,3,1,3,35201200,35202100,TRUE
8021091:1,11903900,21109300,1,2,1,1,13104107,21109300,FALSE
8021107:1,13119906,13119906,1,2,1,1,41401200,41203100,TRUE
8021126:1,11201100,11201100,2,NA,1,2,11201100,NA,TRUE
8021130:1,11102100,11102100,3,3,0,NA,11102100,11102100,TRUE
8021131:1,43503100,43503100,2,2,0,NA,43503100,43503100,TRUE
8021139:1,13201101,13201101,3,3,0,NA,13201101,13201101,TRUE
8021147:1,11902100,11902100,3,2,1,2,11902100,17101100,TRUE
8021154:1,43601400,43601400,3,3,0,NA,43601400,43601400,TRUE
8021166:1,15112200,15112200,1,3,0,NA,15112200,15112200,TRUE
8021168:1,11307102,11307102,1,2,0,NA,11307102,11307102,TRUE
8021180:1,41201100,41201100,3,3,0,NA,41201100,41201100,TRUE
8021184:1,27201201,27201201,3,3,0,NA,27201201,27201201,TRUE
8031030:1,25119400,25119400,3,3,0,NA,25119400,25119400,TRUE
8031038:1,29204100,29204100,3,3,0,NA,29204100,29204100,TRUE
8031106:1,51301100,51301100,2,3,0,NA,51301100,51301100,TRUE
